scenario_id,case_id,link_id,xpd_early_ex_db,xpd_late_ex_db,l_pol_db,rho_early_linear,rho_early_db,ds_ns,early_energy_fraction,EL_proxy_db,LOSflag,material,stress_flag,claim_caution_early,claim_caution_late
A2,0,A2_0,-33.05244962568948,-25.052449766174778,-7.9999998595147055,6.309573240700269,7.999999859514707,0.0,1.0,2.7199659283313338,0,PEC,0,0,0
A2,1,A2_1,-33.0524495357789,-25.052449766174778,-7.999999769604122,6.3095731100752115,7.9999997696041225,0.0,1.0,2.7199659283313338,0,PEC,0,0,0
A2,2,A2_2,-33.052449513301255,-25.052449766174778,-7.999999747126473,6.309573077418947,7.999999747126475,0.0,1.0,2.7199659283313338,0,PEC,0,0,0
A2,3,A2_3,-33.05244942339067,-25.052449766174778,-7.999999657215893,6.309572946793898,7.999999657215894,4.440892098500626e-07,1.0,2.719965928331348,0,PEC,0,0,0
A2_on,0,A2_on_0,-17.052449856085367,-33.05244962568948,15.999999769604116,0.15848932252726472,-7.999999910089385,1.707317073170719,0.6097560983618552,2.7199659283313338,1,PEC,0,0,0
A2_on,1,A2_on_1,-17.052449856085367,-33.0524495357789,15.999999679693534,0.15848932252726472,-7.999999910089385,3.5947364139973867,0.7192982462935967,2.7199659283313338,1,PEC,0,0,0
A2_on,2,A2_on_2,-24.349887099537046,-25.052449766174778,0.7025626666377321,0.8506359503932149,-0.7025626666377276,1.2422599874998812,1.0,0.1672408772982692,1,PEC,0,0,0
A2_on,3,A2_on_3,-17.0524499684736,-33.05244942339067,15.999999454917072,0.15848932662870646,-7.999999797701152,2.898649364254015,0.6288659811488897,2.7199659283313338,1,PEC,0,0,0
A3,0,A3_0,-33.0524495835439,-17.052450049955063,-15.999999533588833,6.309573179469771,7.999999817369119,2.3184775065068375,0.6084337365685178,2.719965928331348,0,PEC,0,0,0
A3,1,A3_1,-33.0524495835439,-17.052450049955066,-15.99999953358883,6.309573179469771,7.999999817369119,2.318477506506869,0.6084337365685181,2.719965928331348,0,PEC,0,0,0
A3,2,A3_2,-25.53212494395173,-25.052449766174778,-0.4796751777769511,1.1167797172611444,0.47967517777695584,0.7478337567079032,1.0,0.02758431593002797,0,PEC,0,0,0
A3,3,A3_3,-25.532124943951725,-25.052449766174778,-0.4796751777769479,1.1167797172611436,0.47967517777695234,0.7478337567079362,1.0,0.02758431593002797,0,PEC,0,0,0
A3,4,A3_4,-33.05244951611096,-17.052450173582116,-15.999999342528845,6.30957308150098,7.999999749936181,3.0341927365438033,0.6196581218643008,2.719965928331348,0,PEC,0,0,0
A3,5,A3_5,-33.05244951611096,-17.052450173582116,-15.999999342528845,6.30957308150098,7.999999749936181,3.0341927365438033,0.6196581218643008,2.719965928331348,0,PEC,0,0,0
A3,6,A3_6,-25.85045637755784,-25.052449766174778,-0.7980066113830607,1.2017127282491087,0.7980066113830652,1.4880213206449522,1.0,0.22553631390552198,0,PEC,0,0,0
A3,7,A3_7,-25.850456377557837,-25.052449766174778,-0.7980066113830596,1.2017127282491082,0.7980066113830635,1.4880213206449189,1.0,0.22553631390552198,0,PEC,0,0,0
A3,8,A3_8,-33.0524494374392,-17.052450319686802,-15.999999117752399,6.309572967204061,7.999999671264422,2.175749586495263,0.6273885379086064,2.719965928331348,0,PEC,0,0,0
A3,9,A3_9,-33.0524494374392,-17.052450319686802,-15.999999117752397,6.309572967204062,7.999999671264422,2.1757495864952854,0.6273885379086066,2.7199659283313338,0,PEC,0,0,0
A3,10,A3_10,-33.05244941496155,-17.05245025225387,-15.999999162707685,6.3095729345478,7.999999648786776,1.8505169257364438,0.5805369159532148,2.7199659283313338,0,PEC,0,0,0
A3,11,A3_11,-33.05244941496155,-17.05245025225387,-15.999999162707685,6.309572934547799,7.999999648786776,1.8505169257364438,0.5805369159532147,2.7199659283313338,0,PEC,0,0,0
A3_on,0,A3_on_0,-17.052449780223306,-29.1201226982528,12.067672918029494,0.15848931975879155,-7.999999985951444,5.300041204678144,0.8010386287368704,2.7199659283313338,1,PEC,0,0,0
A3_on,1,A3_on_1,-17.052449780223306,-29.120122698252803,12.067672918029496,0.15848931975879155,-7.999999985951444,5.300041204678144,0.8010386287368703,2.7199659283313338,1,PEC,0,0,0
A3_on,2,A3_on_2,-17.052449802700956,-29.430636198318716,12.378186395617758,0.1584893205790799,-7.999999963473796,4.572451940670921,0.5402416942868179,2.719965928331348,1,PEC,0,0,0
A3_on,3,A3_on_3,-17.052449802700956,-29.430636198318712,12.378186395617758,0.15848932057907988,-7.999999963473796,4.572451940670924,0.5402416942868178,2.719965928331348,1,PEC,0,0,0
A3_on,4,A3_on_4,-17.052449780223306,-29.113296836719165,12.06084705649586,0.15848931975879155,-7.999999985951444,6.011340686887218,0.852784097130262,2.7199659283313338,1,PEC,0,0,0
A3_on,5,A3_on_5,-17.052449780223306,-29.11329683671917,12.060847056495861,0.15848931975879155,-7.999999985951444,6.011340686887218,0.852784097130262,2.7199659283313338,1,PEC,0,0,0
A3_on,6,A3_on_6,-17.052449802700956,-29.308366624475497,12.255916821774541,0.1584893205790799,-7.999999963473796,5.841194759640365,0.6430480318139868,2.719965928331348,1,PEC,0,0,0
A3_on,7,A3_on_7,-17.052449802700956,-29.308366624475497,12.255916821774544,0.15848932057907988,-7.999999963473796,5.841194759640365,0.6430480318139868,2.719965928331348,1,PEC,0,0,0
A3_on,8,A3_on_8,-17.052449780223306,-29.110275622509743,12.057825842286437,0.15848931975879155,-7.999999985951444,6.227020832404948,0.8873592529037413,2.7199659283313338,1,PEC,0,0,0
A3_on,9,A3_on_9,-17.052449780223306,-29.110275622509747,12.057825842286439,0.15848931975879155,-7.999999985951444,6.227020832404947,0.8873592529037412,2.7199659283313338,1,PEC,0,0,0
A3_on,10,A3_on_10,-17.052449802700956,-29.24162289180318,12.189173089102223,0.1584893205790799,-7.999999963473796,6.903214200856006,0.7182570280742563,2.719965928331348,1,PEC,0,0,0
A3_on,11,A3_on_11,-17.052449802700956,-29.24162289180318,12.189173089102223,0.15848932057907988,-7.999999963473796,6.903214200856008,0.7182570280742562,2.719965928331348,1,PEC,0,0,0
A4,0,A4_0,-27.85064611229407,-27.674600135150598,-0.17604597714346992,1.904669531752221,2.798196346119293,3.3779873949608468,0.7171206063217662,9.241384397848037,0,glass,0,0,0
A4,1,A4_1,-28.141996463953845,-27.816575215328314,-0.32542124862552946,2.0368294690846978,3.0895466977790678,1.8486926087797,0.6907773119586188,9.823548343520798,0,glass,0,0,0
A4,2,A4_2,-27.453806395705726,-27.97082000880833,0.5170136131026046,1.7383437599355884,2.401356629530951,3.3779873949608468,0.7171206063217662,9.241384397848037,0,glass,0,0,0
A4,3,A4_3,-28.540142832526872,-28.321883536773832,-0.21825929575303915,2.2323860841992933,3.487693066352095,1.8486926087797,0.6907773119586188,9.823548343520798,0,glass,0,0,0
A4,4,A4_4,-27.24775798235056,-26.793129744695552,-0.45462823765500726,1.657794985384865,2.195308216175785,2.739353569339178,0.8414594170889905,12.748340198482424,0,wood,0,0,0
A4,5,A4_5,-27.21153687415543,-27.571542384953506,0.36000551079807463,1.6440261107039447,2.1590871079806564,1.7444935877774335,0.7445330358428145,15.564903440581048,0,wood,0,0,0
A4,6,A4_6,-26.274980859380847,-27.421106920786958,1.1461260614061137,1.3251135940126941,1.22253109320607,2.739353569339178,0.8414594170889905,12.748340198482424,0,wood,0,0,0
A4,7,A4_7,-26.837955187336725,-27.107387148098645,0.26943196076192,1.508518157932498,1.7855054211619514,1.7444935877774335,0.7445330358428145,15.564903440581048,0,wood,0,0,0
A4,8,A4_8,-27.375836910392028,-27.426372975952745,0.050536065560716104,1.7074135137126463,2.323387144217252,2.9620183105643183,0.8066361703008834,11.668570135812246,0,gypsum,0,0,0
A4,9,A4_9,-27.885921746812034,-28.237984181004144,0.35206243419210903,1.920203239613974,2.833471980637259,1.7836578321647982,0.7261864515275527,13.78351149753189,0,gypsum,0,0,0
A4,10,A4_10,-27.625271459217686,-28.43603038180717,0.8107589225894829,1.8083486625944334,2.5728216930429113,2.9620183105643183,0.8066361703008834,11.668570135812246,0,gypsum,0,0,0
A4,11,A4_11,-27.239826869328738,-27.823382650193455,0.5835557808647178,1.654770272517702,2.187377103153961,1.7836578321647982,0.7261864515275527,13.78351149753189,0,gypsum,0,0,0
A4,0,A4_0,-27.85064611229407,-25.052449766174778,-2.798196346119291,1.904669531752221,2.798196346119293,0.0,1.0,9.241384397848037,0,glass,0,0,0
A4,1,A4_1,-27.678480030508915,-25.052449766174778,-2.6260302643341364,1.830640332355593,2.6260302643341396,0.0,1.0,9.823548343520798,0,glass,0,0,0
A4,2,A4_2,-28.15946153735013,-25.052449766174778,-3.107011771175352,2.045037033877906,3.1070117711753538,0.0,1.0,9.241384397848037,0,glass,0,0,0
A4,3,A4_3,-27.82068299631269,-25.052449766174778,-2.7682332301379127,1.891573943724364,2.768233230137915,0.0,1.0,9.823548343520798,0,glass,0,0,0
A4,4,A4_4,-27.34859747809463,-25.052449766174778,-2.2961477119198497,1.6967379406911507,2.296147711919853,0.0,1.0,12.748340198482424,0,wood,0,0,0
A4,5,A4_5,-27.802458244504884,-25.052449766174778,-2.7500084783301055,1.883652766767555,2.750008478330108,0.0,1.0,15.564903440581048,0,wood,0,0,0
A4,6,A4_6,-28.452398871160746,-25.052449766174778,-3.399949104985966,2.1877359856992955,3.399949104985968,0.0,1.0,12.748340198482424,0,wood,0,0,0
A4,7,A4_7,-28.15374957491128,-25.052449766174778,-3.1012998087365045,2.0423491120016606,3.101299808736507,0.0,1.0,15.564903440581048,0,wood,0,0,0
A4,8,A4_8,-27.28015117483978,-25.052449766174778,-2.2277014086650015,1.6702063898406598,2.227701408665004,0.0,1.0,11.668570135812246,0,gypsum,0,0,0
A4,9,A4_9,-26.87969092173714,-25.052449766174778,-1.827241155562361,1.523084910678859,1.8272411555623638,0.0,1.0,13.78351149753189,0,gypsum,0,0,0
A4,10,A4_10,-27.328427630640768,-25.052449766174778,-2.2759778644659887,1.6888760867447903,2.275977864465992,0.0,1.0,11.668570135812246,0,gypsum,0,0,0
